Timestamp,EventType,BallsLeft,PlayerLives,EnemyLives,Corner
15:44:05.550,Init,0,3,3,0
15:44:05.550,ResetScene,0,3,3,0
15:44:05.593,ResetScene,0,3,3,0
15:44:05.626,ResetScene,0,3,3,0
15:44:05.650,ResetScene,0,3,3,0
15:44:05.675,ResetScene,0,3,3,0
15:44:05.698,ResetScene,0,3,3,0
15:44:05.729,ResetScene,0,3,3,0
15:44:05.762,ResetScene,0,3,3,0
15:44:05.799,ResetScene,0,3,3,0
15:44:05.824,ResetScene,0,3,3,0
15:44:05.852,ResetScene,0,3,3,0
15:44:05.879,ResetScene,0,3,3,0
15:44:05.903,ResetScene,0,3,3,0
15:44:05.931,ResetScene,0,3,3,0
15:44:05.959,ResetScene,0,3,3,0
15:44:05.988,ResetScene,0,3,3,0
15:44:06.013,ResetScene,0,3,3,0
15:44:06.038,ResetScene,0,3,3,0
15:44:06.063,ResetScene,0,3,3,0
15:44:06.086,ResetScene,0,3,3,0
15:44:06.116,ResetScene,0,3,3,0
15:44:06.139,ResetScene,0,3,3,0
15:44:06.170,ResetScene,0,3,3,0
15:44:06.192,ResetScene,0,3,3,0
15:44:06.213,ResetScene,0,3,3,0
15:44:06.239,ResetScene,0,3,3,0
15:44:06.263,ResetScene,0,3,3,0
15:44:06.287,ResetScene,0,3,3,0
15:44:06.314,ResetScene,0,3,3,0
15:44:06.339,ResetScene,0,3,3,0
15:44:06.367,ResetScene,0,3,3,0
15:44:06.391,ResetScene,0,3,3,0
15:44:06.412,ResetScene,0,3,3,0
15:44:06.434,ResetScene,0,3,3,0
15:44:06.458,ResetScene,0,3,3,0
15:44:06.482,ResetScene,0,3,3,0
