Timestamp,EventType,BallsLeft,PlayerLives,EnemyLives,Corner
13:39:43.139,Init,0,3,3,0
13:39:43.139,ResetScene,0,3,3,0
13:39:43.182,ResetScene,0,3,3,0
13:39:43.205,ResetScene,0,3,3,0
13:39:43.226,ResetScene,0,3,3,0
13:39:43.252,ResetScene,0,3,3,0
13:39:43.276,ResetScene,0,3,3,0
13:39:43.309,ResetScene,0,3,3,0
13:39:43.332,ResetScene,0,3,3,0
13:39:43.354,ResetScene,0,3,3,0
13:39:43.378,ResetScene,0,3,3,0
13:39:43.400,ResetScene,0,3,3,0
13:39:43.426,ResetScene,0,3,3,0
13:39:43.448,ResetScene,0,3,3,0
13:39:43.471,ResetScene,0,3,3,0
13:39:43.492,ResetScene,0,3,3,0
13:39:43.519,ResetScene,0,3,3,0
13:39:43.541,ResetScene,0,3,3,0
13:39:43.571,ResetScene,0,3,3,0
13:39:43.595,ResetScene,0,3,3,0
13:39:43.618,ResetScene,0,3,3,0
13:39:43.645,ResetScene,0,3,3,0
13:39:43.672,ResetScene,0,3,3,0
13:39:43.698,ResetScene,0,3,3,0
13:39:43.723,ResetScene,0,3,3,0
13:39:43.752,ResetScene,0,3,3,0
13:39:43.788,ResetScene,0,3,3,0
13:39:43.818,ResetScene,0,3,3,0
13:39:43.847,ResetScene,0,3,3,0
13:39:43.871,ResetScene,0,3,3,0
13:39:43.892,ResetScene,0,3,3,0
13:39:43.915,ResetScene,0,3,3,0
13:39:43.936,ResetScene,0,3,3,0
13:39:43.964,ResetScene,0,3,3,0
13:39:43.988,ResetScene,0,3,3,0
13:39:44.011,ResetScene,0,3,3,0
13:39:44.038,ResetScene,0,3,3,0
