Timestamp,EventType,BallsLeft,PlayerLives,EnemyLives,Corner
14:26:01.093,Init,0,3,3,0
14:26:01.093,ResetScene,0,3,3,0
14:26:01.144,ResetScene,0,3,3,0
14:26:01.193,ResetScene,0,3,3,0
14:26:01.231,ResetScene,0,3,3,0
14:26:01.264,ResetScene,0,3,3,0
14:26:01.291,ResetScene,0,3,3,0
14:26:01.325,ResetScene,0,3,3,0
14:26:01.360,ResetScene,0,3,3,0
14:26:01.389,ResetScene,0,3,3,0
14:26:01.423,ResetScene,0,3,3,0
14:26:01.454,ResetScene,0,3,3,0
14:26:01.485,ResetScene,0,3,3,0
14:26:01.512,ResetScene,0,3,3,0
14:26:01.544,ResetScene,0,3,3,0
14:26:01.573,ResetScene,0,3,3,0
14:26:01.603,ResetScene,0,3,3,0
14:26:01.631,ResetScene,0,3,3,0
14:26:01.657,ResetScene,0,3,3,0
14:26:01.695,ResetScene,0,3,3,0
14:26:01.724,ResetScene,0,3,3,0
14:26:01.760,ResetScene,0,3,3,0
14:26:01.788,ResetScene,0,3,3,0
14:26:01.816,ResetScene,0,3,3,0
14:26:01.849,ResetScene,0,3,3,0
14:26:01.880,ResetScene,0,3,3,0
14:26:01.915,ResetScene,0,3,3,0
14:26:01.945,ResetScene,0,3,3,0
14:26:01.977,ResetScene,0,3,3,0
14:26:02.004,ResetScene,0,3,3,0
14:26:02.042,ResetScene,0,3,3,0
14:26:02.074,ResetScene,0,3,3,0
14:26:02.102,ResetScene,0,3,3,0
14:26:02.128,ResetScene,0,3,3,0
14:26:02.159,ResetScene,0,3,3,0
14:26:02.188,ResetScene,0,3,3,0
14:26:02.227,ResetScene,0,3,3,0
