Timestamp,EventType,BallsLeft,PlayerLives,EnemyLives,Corner
15:51:52.047,Init,0,3,3,0
15:51:52.047,ResetScene,0,3,3,0
15:51:52.091,ResetScene,0,3,3,0
15:51:52.115,ResetScene,0,3,3,0
15:51:52.139,ResetScene,0,3,3,0
15:51:52.167,ResetScene,0,3,3,0
15:51:52.198,ResetScene,0,3,3,0
15:51:52.226,ResetScene,0,3,3,0
15:51:52.255,ResetScene,0,3,3,0
15:51:52.285,ResetScene,0,3,3,0
15:51:52.320,ResetScene,0,3,3,0
15:51:52.351,ResetScene,0,3,3,0
15:51:52.389,ResetScene,0,3,3,0
15:51:52.421,ResetScene,0,3,3,0
15:51:52.451,ResetScene,0,3,3,0
15:51:52.481,ResetScene,0,3,3,0
15:51:52.516,ResetScene,0,3,3,0
15:51:52.545,ResetScene,0,3,3,0
15:51:52.573,ResetScene,0,3,3,0
15:51:52.602,ResetScene,0,3,3,0
15:51:52.633,ResetScene,0,3,3,0
15:51:52.670,ResetScene,0,3,3,0
15:51:52.698,ResetScene,0,3,3,0
15:51:52.724,ResetScene,0,3,3,0
15:51:52.751,ResetScene,0,3,3,0
15:51:52.779,ResetScene,0,3,3,0
15:51:52.815,ResetScene,0,3,3,0
15:51:52.839,ResetScene,0,3,3,0
15:51:52.864,ResetScene,0,3,3,0
15:51:52.895,ResetScene,0,3,3,0
15:51:52.923,ResetScene,0,3,3,0
15:51:52.955,ResetScene,0,3,3,0
15:51:52.986,ResetScene,0,3,3,0
15:51:53.013,ResetScene,0,3,3,0
15:51:53.047,ResetScene,0,3,3,0
15:51:53.072,ResetScene,0,3,3,0
15:51:53.104,ResetScene,0,3,3,0
