Timestamp,EventType,BallsLeft,PlayerLives,EnemyLives,Corner
15:41:58.498,Init,0,3,3,0
15:41:58.498,ResetScene,0,3,3,0
15:41:58.533,ResetScene,0,3,3,0
15:41:58.559,ResetScene,0,3,3,0
15:41:58.585,ResetScene,0,3,3,0
15:41:58.612,ResetScene,0,3,3,0
15:41:58.639,ResetScene,0,3,3,0
15:41:58.665,ResetScene,0,3,3,0
15:41:58.693,ResetScene,0,3,3,0
15:41:58.729,ResetScene,0,3,3,0
15:41:58.755,ResetScene,0,3,3,0
15:41:58.782,ResetScene,0,3,3,0
15:41:58.810,ResetScene,0,3,3,0
15:41:58.839,ResetScene,0,3,3,0
15:41:58.869,ResetScene,0,3,3,0
15:41:58.897,ResetScene,0,3,3,0
15:41:58.926,ResetScene,0,3,3,0
15:41:58.951,ResetScene,0,3,3,0
15:41:58.977,ResetScene,0,3,3,0
15:41:59.004,ResetScene,0,3,3,0
15:41:59.031,ResetScene,0,3,3,0
15:41:59.058,ResetScene,0,3,3,0
15:41:59.082,ResetScene,0,3,3,0
15:41:59.106,ResetScene,0,3,3,0
15:41:59.128,ResetScene,0,3,3,0
15:41:59.150,ResetScene,0,3,3,0
15:41:59.176,ResetScene,0,3,3,0
15:41:59.199,ResetScene,0,3,3,0
15:41:59.227,ResetScene,0,3,3,0
15:41:59.250,ResetScene,0,3,3,0
15:41:59.280,ResetScene,0,3,3,0
15:41:59.310,ResetScene,0,3,3,0
15:41:59.334,ResetScene,0,3,3,0
15:41:59.363,ResetScene,0,3,3,0
15:41:59.389,ResetScene,0,3,3,0
15:41:59.411,ResetScene,0,3,3,0
15:41:59.436,ResetScene,0,3,3,0
