Timestamp,EventType,BallsLeft,PlayerLives,EnemyLives,Corner
13:38:57.603,Init,0,3,3,0
13:38:57.603,ResetScene,0,3,3,0
13:38:57.660,ResetScene,0,3,3,0
13:38:57.695,ResetScene,0,3,3,0
13:38:57.740,ResetScene,0,3,3,0
13:38:57.770,ResetScene,0,3,3,0
13:38:57.804,ResetScene,0,3,3,0
13:38:57.840,ResetScene,0,3,3,0
13:38:57.877,ResetScene,0,3,3,0
13:38:57.909,ResetScene,0,3,3,0
13:38:57.943,ResetScene,0,3,3,0
13:38:57.985,ResetScene,0,3,3,0
13:38:58.021,ResetScene,0,3,3,0
13:38:58.059,ResetScene,0,3,3,0
13:38:58.103,ResetScene,0,3,3,0
13:38:58.139,ResetScene,0,3,3,0
13:38:58.178,ResetScene,0,3,3,0
13:38:58.215,ResetScene,0,3,3,0
13:38:58.241,ResetScene,0,3,3,0
13:38:58.274,ResetScene,0,3,3,0
13:38:58.309,ResetScene,0,3,3,0
13:38:58.348,ResetScene,0,3,3,0
13:38:58.382,ResetScene,0,3,3,0
13:38:58.407,ResetScene,0,3,3,0
13:38:58.438,ResetScene,0,3,3,0
13:38:58.466,ResetScene,0,3,3,0
13:38:58.500,ResetScene,0,3,3,0
13:38:58.528,ResetScene,0,3,3,0
13:38:58.559,ResetScene,0,3,3,0
13:38:58.591,ResetScene,0,3,3,0
13:38:58.619,ResetScene,0,3,3,0
13:38:58.648,ResetScene,0,3,3,0
13:38:58.677,ResetScene,0,3,3,0
13:38:58.713,ResetScene,0,3,3,0
13:38:58.746,ResetScene,0,3,3,0
13:38:58.771,ResetScene,0,3,3,0
13:38:58.804,ResetScene,0,3,3,0
