Timestamp,EventType,BallsLeft,PlayerLives,EnemyLives,Corner
14:26:01.104,Init,0,3,3,0
14:26:01.104,ResetScene,0,3,3,0
14:26:01.163,ResetScene,0,3,3,0
14:26:01.203,ResetScene,0,3,3,0
14:26:01.246,ResetScene,0,3,3,0
14:26:01.281,ResetScene,0,3,3,0
14:26:01.312,ResetScene,0,3,3,0
14:26:01.349,ResetScene,0,3,3,0
14:26:01.380,ResetScene,0,3,3,0
14:26:01.415,ResetScene,0,3,3,0
14:26:01.448,ResetScene,0,3,3,0
14:26:01.482,ResetScene,0,3,3,0
14:26:01.512,ResetScene,0,3,3,0
14:26:01.546,ResetScene,0,3,3,0
14:26:01.575,ResetScene,0,3,3,0
14:26:01.615,ResetScene,0,3,3,0
14:26:01.644,ResetScene,0,3,3,0
14:26:01.670,ResetScene,0,3,3,0
14:26:01.705,ResetScene,0,3,3,0
14:26:01.736,ResetScene,0,3,3,0
14:26:01.766,ResetScene,0,3,3,0
14:26:01.799,ResetScene,0,3,3,0
14:26:01.828,ResetScene,0,3,3,0
14:26:01.856,ResetScene,0,3,3,0
14:26:01.893,ResetScene,0,3,3,0
14:26:01.919,ResetScene,0,3,3,0
14:26:01.951,ResetScene,0,3,3,0
14:26:01.989,ResetScene,0,3,3,0
14:26:02.028,ResetScene,0,3,3,0
14:26:02.060,ResetScene,0,3,3,0
14:26:02.088,ResetScene,0,3,3,0
14:26:02.120,ResetScene,0,3,3,0
14:26:02.146,ResetScene,0,3,3,0
14:26:02.170,ResetScene,0,3,3,0
14:26:02.197,ResetScene,0,3,3,0
14:26:02.230,ResetScene,0,3,3,0
14:26:02.262,ResetScene,0,3,3,0
