Timestamp,EventType,BallsLeft,PlayerLives,EnemyLives,Corner
17:39:23.567,Init,0,3,3,0
17:39:23.567,ResetScene,0,3,3,0
17:39:23.621,ResetScene,0,3,3,0
17:39:23.660,ResetScene,0,3,3,0
17:39:23.720,ResetScene,0,3,3,0
17:39:23.763,ResetScene,0,3,3,0
17:39:23.811,ResetScene,0,3,3,0
17:39:23.858,ResetScene,0,3,3,0
17:39:23.891,ResetScene,0,3,3,0
17:39:23.923,ResetScene,0,3,3,0
17:39:23.953,ResetScene,0,3,3,0
17:39:23.986,ResetScene,0,3,3,0
17:39:24.018,ResetScene,0,3,3,0
17:39:24.056,ResetScene,0,3,3,0
17:39:24.094,ResetScene,0,3,3,0
17:39:24.130,ResetScene,0,3,3,0
17:39:24.170,ResetScene,0,3,3,0
17:39:24.208,ResetScene,0,3,3,0
17:39:24.247,ResetScene,0,3,3,0
17:39:24.304,ResetScene,0,3,3,0
17:39:24.346,ResetScene,0,3,3,0
17:39:24.390,ResetScene,0,3,3,0
17:39:24.425,ResetScene,0,3,3,0
17:39:24.458,ResetScene,0,3,3,0
17:39:24.493,ResetScene,0,3,3,0
17:39:24.527,ResetScene,0,3,3,0
17:39:24.568,ResetScene,0,3,3,0
17:39:24.604,ResetScene,0,3,3,0
17:39:24.648,ResetScene,0,3,3,0
17:39:24.697,ResetScene,0,3,3,0
17:39:24.752,ResetScene,0,3,3,0
17:39:24.810,ResetScene,0,3,3,0
17:39:24.854,ResetScene,0,3,3,0
17:39:24.895,ResetScene,0,3,3,0
17:39:24.936,ResetScene,0,3,3,0
17:39:24.978,ResetScene,0,3,3,0
17:39:25.021,ResetScene,0,3,3,0
